@RELATION "Short sentence similarity"

@ATTRIBUTE similar {yes, no}
@ATTRIBUTE diff_Tag_CC NUMERIC
@ATTRIBUTE diff_Tag_DT NUMERIC
@ATTRIBUTE diff_Tag_EX NUMERIC
@ATTRIBUTE diff_Tag_FW NUMERIC
@ATTRIBUTE diff_Tag_IN NUMERIC
@ATTRIBUTE diff_Tag_JJ NUMERIC
@ATTRIBUTE diff_Tag_JJR NUMERIC
@ATTRIBUTE diff_Tag_JJS NUMERIC
@ATTRIBUTE diff_Tag_LS NUMERIC
@ATTRIBUTE diff_Tag_MD NUMERIC
@ATTRIBUTE diff_Tag_NN NUMERIC
@ATTRIBUTE diff_Tag_NNS NUMERIC
@ATTRIBUTE diff_Tag_NNP NUMERIC
@ATTRIBUTE diff_Tag_NNPS NUMERIC
@ATTRIBUTE diff_Tag_PDT NUMERIC
@ATTRIBUTE diff_Tag_POS NUMERIC
@ATTRIBUTE diff_Tag_PRP NUMERIC
@ATTRIBUTE diff_Tag_PRP$ NUMERIC
@ATTRIBUTE diff_Tag_RB NUMERIC
@ATTRIBUTE diff_Tag_RBR NUMERIC
@ATTRIBUTE diff_Tag_RBS NUMERIC
@ATTRIBUTE diff_Tag_RP NUMERIC
@ATTRIBUTE diff_Tag_SYM NUMERIC
@ATTRIBUTE diff_Tag_TO NUMERIC
@ATTRIBUTE diff_Tag_UH NUMERIC
@ATTRIBUTE diff_Tag_VB NUMERIC
@ATTRIBUTE diff_Tag_VBD NUMERIC
@ATTRIBUTE diff_Tag_VBG NUMERIC
@ATTRIBUTE diff_Tag_VBN NUMERIC
@ATTRIBUTE diff_Tag_VBP NUMERIC
@ATTRIBUTE diff_Tag_VBZ NUMERIC
@ATTRIBUTE diff_Tag_WDT NUMERIC
@ATTRIBUTE diff_Tag_WRB NUMERIC
@ATTRIBUTE semSim_Tag_NN NUMERIC
@ATTRIBUTE semSim_Tag_NNS NUMERIC
@ATTRIBUTE semSim_Tag_NNP NUMERIC
@ATTRIBUTE semSim_Tag_NNPS NUMERIC
@ATTRIBUTE semSim_Tag_VB NUMERIC
@ATTRIBUTE semSim_Tag_VBD NUMERIC
@ATTRIBUTE semSim_Tag_VBG NUMERIC
@ATTRIBUTE semSim_Tag_VBN NUMERIC
@ATTRIBUTE semSim_Tag_VBP NUMERIC
@ATTRIBUTE semSim_Tag_VBZ NUMERIC
@ATTRIBUTE lexSim_Tag_CC NUMERIC
@ATTRIBUTE lexSim_Tag_DT NUMERIC
@ATTRIBUTE lexSim_Tag_EX NUMERIC
@ATTRIBUTE lexSim_Tag_FW NUMERIC
@ATTRIBUTE lexSim_Tag_IN NUMERIC
@ATTRIBUTE lexSim_Tag_JJ NUMERIC
@ATTRIBUTE lexSim_Tag_JJR NUMERIC
@ATTRIBUTE lexSim_Tag_JJS NUMERIC
@ATTRIBUTE lexSim_Tag_LS NUMERIC
@ATTRIBUTE lexSim_Tag_MD NUMERIC
@ATTRIBUTE lexSim_Tag_NN NUMERIC
@ATTRIBUTE lexSim_Tag_NNS NUMERIC
@ATTRIBUTE lexSim_Tag_NNP NUMERIC
@ATTRIBUTE lexSim_Tag_NNPS NUMERIC
@ATTRIBUTE lexSim_Tag_PDT NUMERIC
@ATTRIBUTE lexSim_Tag_POS NUMERIC
@ATTRIBUTE lexSim_Tag_PRP NUMERIC
@ATTRIBUTE lexSim_Tag_PRP$ NUMERIC
@ATTRIBUTE lexSim_Tag_RB NUMERIC
@ATTRIBUTE lexSim_Tag_RBR NUMERIC
@ATTRIBUTE lexSim_Tag_RBS NUMERIC
@ATTRIBUTE lexSim_Tag_RP NUMERIC
@ATTRIBUTE lexSim_Tag_SYM NUMERIC
@ATTRIBUTE lexSim_Tag_TO NUMERIC
@ATTRIBUTE lexSim_Tag_UH NUMERIC
@ATTRIBUTE lexSim_Tag_VB NUMERIC
@ATTRIBUTE lexSim_Tag_VBD NUMERIC
@ATTRIBUTE lexSim_Tag_VBG NUMERIC
@ATTRIBUTE lexSim_Tag_VBN NUMERIC
@ATTRIBUTE lexSim_Tag_VBP NUMERIC
@ATTRIBUTE lexSim_Tag_VBZ NUMERIC
@ATTRIBUTE lexSim_Tag_WDT NUMERIC
@ATTRIBUTE lexSim_Tag_WRB NUMERIC
@ATTRIBUTE diffNouns NUMERIC
@ATTRIBUTE semSimNouns NUMERIC
@ATTRIBUTE lexSimNouns NUMERIC
@ATTRIBUTE diffVerbs NUMERIC
@ATTRIBUTE semSimVerbs NUMERIC
@ATTRIBUTE lexSimVerbs NUMERIC
@ATTRIBUTE diff_Dep_auxpass NUMERIC
@ATTRIBUTE semSim_Dep_auxpass NUMERIC
@ATTRIBUTE lexSim_Dep_auxpass NUMERIC
@ATTRIBUTE diff_Dep_cop NUMERIC
@ATTRIBUTE semSim_Dep_cop NUMERIC
@ATTRIBUTE lexSim_Dep_cop NUMERIC
@ATTRIBUTE diff_Dep_conj NUMERIC
@ATTRIBUTE semSim_Dep_conj NUMERIC
@ATTRIBUTE lexSim_Dep_conj NUMERIC
@ATTRIBUTE diff_Dep_cc NUMERIC
@ATTRIBUTE semSim_Dep_cc NUMERIC
@ATTRIBUTE lexSim_Dep_cc NUMERIC
@ATTRIBUTE diff_Dep_nsubj NUMERIC
@ATTRIBUTE semSim_Dep_nsubj NUMERIC
@ATTRIBUTE lexSim_Dep_nsubj NUMERIC
@ATTRIBUTE diff_Dep_csubj NUMERIC
@ATTRIBUTE semSim_Dep_csubj NUMERIC
@ATTRIBUTE lexSim_Dep_csubj NUMERIC
@ATTRIBUTE diff_Dep_dobj NUMERIC
@ATTRIBUTE semSim_Dep_dobj NUMERIC
@ATTRIBUTE lexSim_Dep_dobj NUMERIC
@ATTRIBUTE diff_Dep_iobj NUMERIC
@ATTRIBUTE semSim_Dep_iobj NUMERIC
@ATTRIBUTE lexSim_Dep_iobj NUMERIC
@ATTRIBUTE diff_Dep_pobj NUMERIC
@ATTRIBUTE semSim_Dep_pobj NUMERIC
@ATTRIBUTE lexSim_Dep_pobj NUMERIC
@ATTRIBUTE diff_Dep_attr NUMERIC
@ATTRIBUTE semSim_Dep_attr NUMERIC
@ATTRIBUTE lexSim_Dep_attr NUMERIC
@ATTRIBUTE diff_Dep_ccomp NUMERIC
@ATTRIBUTE semSim_Dep_ccomp NUMERIC
@ATTRIBUTE lexSim_Dep_ccomp NUMERIC
@ATTRIBUTE diff_Dep_xcomp NUMERIC
@ATTRIBUTE semSim_Dep_xcomp NUMERIC
@ATTRIBUTE lexSim_Dep_xcomp NUMERIC
@ATTRIBUTE diff_Dep_mark NUMERIC
@ATTRIBUTE semSim_Dep_mark NUMERIC
@ATTRIBUTE lexSim_Dep_mark NUMERIC
@ATTRIBUTE diff_Dep_rel NUMERIC
@ATTRIBUTE semSim_Dep_rel NUMERIC
@ATTRIBUTE lexSim_Dep_rel NUMERIC
@ATTRIBUTE diff_Dep_acomp NUMERIC
@ATTRIBUTE semSim_Dep_acomp NUMERIC
@ATTRIBUTE lexSim_Dep_acomp NUMERIC
@ATTRIBUTE diff_Dep_agent NUMERIC
@ATTRIBUTE semSim_Dep_agent NUMERIC
@ATTRIBUTE lexSim_Dep_agent NUMERIC
@ATTRIBUTE diff_Dep_ref NUMERIC
@ATTRIBUTE semSim_Dep_ref NUMERIC
@ATTRIBUTE lexSim_Dep_ref NUMERIC
@ATTRIBUTE diff_Dep_expl NUMERIC
@ATTRIBUTE semSim_Dep_expl NUMERIC
@ATTRIBUTE lexSim_Dep_expl NUMERIC
@ATTRIBUTE diff_Dep_advcl NUMERIC
@ATTRIBUTE semSim_Dep_advcl NUMERIC
@ATTRIBUTE lexSim_Dep_advcl NUMERIC
@ATTRIBUTE diff_Dep_purpcl NUMERIC
@ATTRIBUTE semSim_Dep_purpcl NUMERIC
@ATTRIBUTE lexSim_Dep_purpcl NUMERIC
@ATTRIBUTE diff_Dep_tmod NUMERIC
@ATTRIBUTE semSim_Dep_tmod NUMERIC
@ATTRIBUTE lexSim_Dep_tmod NUMERIC
@ATTRIBUTE diff_Dep_rcmod NUMERIC
@ATTRIBUTE semSim_Dep_rcmod NUMERIC
@ATTRIBUTE lexSim_Dep_rcmod NUMERIC
@ATTRIBUTE diff_Dep_amod NUMERIC
@ATTRIBUTE semSim_Dep_amod NUMERIC
@ATTRIBUTE lexSim_Dep_amod NUMERIC
@ATTRIBUTE diff_Dep_infmod NUMERIC
@ATTRIBUTE semSim_Dep_infmod NUMERIC
@ATTRIBUTE lexSim_Dep_infmod NUMERIC
@ATTRIBUTE diff_Dep_partmod NUMERIC
@ATTRIBUTE semSim_Dep_partmod NUMERIC
@ATTRIBUTE lexSim_Dep_partmod NUMERIC
@ATTRIBUTE diff_Dep_num NUMERIC
@ATTRIBUTE semSim_Dep_num NUMERIC
@ATTRIBUTE lexSim_Dep_num NUMERIC
@ATTRIBUTE diff_Dep_number NUMERIC
@ATTRIBUTE semSim_Dep_number NUMERIC
@ATTRIBUTE lexSim_Dep_number NUMERIC
@ATTRIBUTE diff_Dep_appos NUMERIC
@ATTRIBUTE semSim_Dep_appos NUMERIC
@ATTRIBUTE lexSim_Dep_appos NUMERIC
@ATTRIBUTE diff_Dep_advmod NUMERIC
@ATTRIBUTE semSim_Dep_advmod NUMERIC
@ATTRIBUTE lexSim_Dep_advmod NUMERIC
@ATTRIBUTE diff_Dep_neg NUMERIC
@ATTRIBUTE semSim_Dep_neg NUMERIC
@ATTRIBUTE lexSim_Dep_neg NUMERIC
@ATTRIBUTE diff_Dep_poss NUMERIC
@ATTRIBUTE semSim_Dep_poss NUMERIC
@ATTRIBUTE lexSim_Dep_poss NUMERIC
@ATTRIBUTE diff_Dep_possessive NUMERIC
@ATTRIBUTE semSim_Dep_possessive NUMERIC
@ATTRIBUTE lexSim_Dep_possessive NUMERIC
@ATTRIBUTE diff_Dep_prt NUMERIC
@ATTRIBUTE semSim_Dep_prt NUMERIC
@ATTRIBUTE lexSim_Dep_prt NUMERIC
@ATTRIBUTE diff_Dep_det NUMERIC
@ATTRIBUTE semSim_Dep_det NUMERIC
@ATTRIBUTE lexSim_Dep_det NUMERIC
@ATTRIBUTE diff_Dep_prep NUMERIC
@ATTRIBUTE semSim_Dep_prep NUMERIC
@ATTRIBUTE lexSim_Dep_prep NUMERIC
@ATTRIBUTE diff_Dep_xsubj NUMERIC
@ATTRIBUTE semSim_Dep_xsubj NUMERIC
@ATTRIBUTE lexSim_Dep_xsubj NUMERIC
@ATTRIBUTE diff_All NUMERIC
@ATTRIBUTE overallLexsim NUMERIC

@DATA
no,0,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.904194430179,1.0,0.707106781187,0,0,0.136822978424,0,0,0,0,0,1.0,0,0,0.782556242126,0.72701315255,0.735931011762,0,0,0,0.875485796281,0.987382842798,0.707106781187,0,0,0,0,0,0.789352217376,0,0,0,0,0,0,0,0.131938852265,0,0,0,0,0,0,4,0.917760060475,0.900636283226,1,0.136822978424,0.131938852265,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0441176470588,0.046875,0,0,0,0,0.0588235294118,0.0625,0,0,0,5,0.75,0.75,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0.833333333333,0.833333333333,0,0,0,0,0,0,3,0.75,0.75,0,0,0,0,0,0,3,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2,0.8,0.8,0,0,0,9,0.822214871931
no,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,1.0,0.859209700128,0,1.0,0.747409318684,1.0,0,0,0,0,0,0,0,0.816496580928,0.0277724204436,0,0,0,0,1.0,1.0,0.832493581686,0,0,0,1.0,1.0,0,1.0,0,0,0,1.0,0,1.0,0.780868809443,1.0,0,0,0,0,0,2,0.968495996958,0.947428348692,2,0.814668009041,0.857751402474,3,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0,1,0.875,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574349177499,0.504836766614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,3,0,0,1,0.875,0.875,0,0,0,7,0.892637325319
no,1,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.578268857844,0,0.747409318684,0,0,0.0712470499879,0,0,0,0,0,1.0,0,0,0,0.0,0,0,0,0,0.524126339931,0,0.720077891646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289932885906,0,0,0,0,0,0,3,0.56724189924,0.5396235926,0,0.0712470499879,0.289932885906,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0714285714286,0.148148148148,0,0,0,3,0,0,0,0,0,1,0.09375,0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0.0272626933166,0.038946704738,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1,0.0567569514835,0.0396402371668,0,0,0,3,0.527561530725
yes,1,1,0,0,2,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934487734929,0,0,0,1.0,0.28,0,0,0,0,0.707106781187,1.0,0,0,0.866025403784,1.0,0,0,0,1.0,0.900551636365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0997506234414,0,0,0,0,0,0,4,0.788853429817,0.749457539136,0,0.661447185109,0.549313358302,0,0,0,0,0,0,0,1.0,1.0,3,0.75,0.75,0,0.537527022809,0.513631346658,0,0,0,0,0,0,0,0,0,1,0.833333333333,0.833333333333,0,0,0,0,0.142857142857,0.05,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.833333333333,0.833333333333,1,0.833333333333,0.833333333333,0,0,0,5,0.827945671058
yes,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.859209700128,1.0,0.885892066688,0,1.0,1.0,0,0,0,0,1.0,0.933345606203,0,0,1.0,1.0,0,0,0,0,0.827677166667,1.0,0.449882689773,0,0,1.0,0.81236239446,0,0,0,0,0,0,1.0,0,1.0,1.0,0,0,0,0,0,1.0,1,0.915834777277,0.794767163389,0,1.0,1.0,0,0,0,0,0,0,0,1.0,1.0,0,1.0,1.0,0,1.0,0.8648678525,0,0,0,3,0.738651825543,0.732958987353,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517488339927,0.504204218628,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.75,0.75,0,0,0,0,1.0,0.5,0,1.0,0,0,0,0,3,0.0681818181818,0.0277777777778,0,1.0,1.0,0,0,0,1,0.876972033939
no,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0.864804145075,0.142131979695,1.0,0,0,0.615457454897,0,0,0,0,0,0.933345606203,0,0,1.0,0.707106781187,0,0,0,0,0.856609194633,0.0333240766454,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60736196319,0,0,0,0,0,0,2,0.81702384709,0.795627561685,1,0.523658224117,0.427128367624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.569005594605,0.505208333333,0,0,0,0,0.0477616653933,0,0,0,0,0,0.512532105983,0.512532105983,0,0,0,0,0.594603557501,0.507272667469,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0267857142857,0.0267857142857,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0852963474059,0.0315360069463,0,1.0,1.0,0,0,0,5,0.735822506621
no,1,1,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.225230026428,0,0.648439955581,0,0,0,0,0,0,0,0,1.0,0,0,0.324324324324,0.752254764412,0,0,0,0,0.185367958643,0,0.612813727821,0,0,0,0,0,0.124513618677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.838010989366,0.778557180093,0,0.124513618677,0.165517241379,0,0,0,3,0,0,1,0,0,1,0,0,3,0.046875,0.0208333333333,0,0,0,3,0,0,0,0,0,0,0.0882885911966,0.0841394611024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.05,0.064953701627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0234375,0.0119753572108,0,0,0,0,0,0,0,0,0,0,0,0,3,0.107142857143,0.015625,0,0.0400879302968,0.015589750671,0,0,0,6,0.701829501319
no,0,2,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.843920560599,1.0,0,0,0.124034734589,0,1.0,1.0,0,1.0,1.0,0,0,0,0.617017552342,0.811787070231,0,0,0,0,0.875585278042,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0.110769230769,0,1.0,1.0,0,1.0,0,0,2,0.900462367467,0.918482796911,0,0.82999587453,0.799447250741,0,0,0,0,0,0,0,0.55,0.50625,0,0.55,0.50625,0,1.0,1.0,0,0,0,4,0.666666666667,0.666666666667,0,0,0,2,0.666666666667,0.666666666667,0,0,0,0,0,0,0,0.545253866333,0.519629613016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.56,0.536708181827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,2,0.0666666666667,0.00833333333333,0,0,0,5,0.828232580125
no,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64779806897,1.0,0.0321315182917,0,0,0.742307488958,1.0,0,0,0,1.0,1.0,0,0,0.927172649946,0,0,0,0,0,0.629980608097,1.0,0.0321315182917,0,0,0,0,0.933345606203,1.0,0,0,0,0,1.0,0,0,0.735858075616,1.0,0,0,0,0,0,1,0.548952934859,0.534356160441,0,0.819691234084,0.801689954807,0,0,0,3,0,0,0,0.2,0.05,0,0.2,0.05,0,0.355575499163,0.345185888773,0,0,0,3,0.75,0.75,0,0,0,1,0.833333333333,0.833333333333,0,0,0,1,0.401915048451,0.382500603533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,3,0.75,0.75,0,0,0,0,0,0,3,0.75,0.75,1,0.875,0.875,0,0,0,2,0.765544228166
yes,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.91381154862,1.0,1.0,0,1.0,0.324324324324,0,0,0,0,1.0,1.0,0,0,0.813733471207,1.0,0,0,0,0.83044982699,0.908166933143,1.0,1.0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,1.0,0.0997506234414,0,0,0,0,0,0,1,0.964763821238,0.955162057047,1,0.586297192207,0.512776972789,0,0,0,0,0,0,0,1.0,1.0,0,1.0,1.0,0,0.583333333333,0.525,0,0,0,0,0,0,0,0,0,0,0.722222222222,0.722222222222,0,0,0,0,0.166666666667,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.875,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.875,0.875,0,0.693391953531,0.670823933512,0,0,0,3,0.916106642773
no,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1.0,0.768221279597,0,0,0.75568908279,1.0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0,0,0,0.752576694707,1.0,0.741535779124,0,0,0,0,0.816496580928,0,0,0,0,0,0,0,0,0.739940073396,1.0,0,0,1.0,0,0,0,1,0.91885464608,0.90690622438,3,0.787845551019,0.765961711226,0,0,0,0,0,0,0,0,0,0,0,0,3,0.739633629953,0.729166666667,0,0,0,3,0.0535714285714,0.03125,0,0,0,0,1.0,1.0,0,0,0,0,0.519715884173,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.833333333333,0.833333333333,0,0.545454545455,0.5,0,0,0,7,0.919767287072
yes,0,1,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.768665895844,1.0,0,0,0,0,0,0,0,1.0,1.0,0.707106781187,0,0,1.0,0.602041340068,0,0,0,0,0.766179623669,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,2,0.868515548114,0.873903278235,0,0.62015503876,0.52620516406,0,0,0,0,0,0,0,1.0,1.0,0,1.0,1.0,3,0.401915048451,0.379357290113,0,0,0,3,0.833333333333,0.833333333333,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518823295092,0.529630775428,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.75,0.75,1,0.75,0.75,0,0,0,3,0.75,0.75,0,1.0,1.0,0,0,0,0,0.858792670076
yes,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.588477366255,0.899769688436,0.816226394579,0.75568908279,0,1.0,0,0,0,0,0.707106781187,1.0,0,0,0.579324122022,0.984682415413,0,0,0,0,0.59595813954,0.871134020619,0.809040239476,0.72701315255,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.872665443072,0.868498941259,1,0.813733471207,0.735931011762,3,0,0,0,0,0,1,0.322789527365,0.272566619303,2,0.6015625,0.530208333333,3,0,0,0,0,0,0,0,0,0,0,0,1,0.266503254191,0.280372475298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882885911966,0.0243495260117,0,0,0,0,0.714285714286,0.62189272562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.67619047619,1,0.0861477487348,0.0238715277778,0,0,0,1,0.865858184588
yes,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.888888888889,0,0.684284313037,0,0,0.0525588331228,0,0.773957299203,0,0,0,0.0,0,0,0.816496580928,1.0,0,0,0,0,0.522366144502,0,0.680000975664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.731893974431,0,0,0,0,3,0.75235474914,0.616474166469,1,0.816496580928,0.816496580928,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0.629869560833,0.629869560833,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.5,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.01,1,0.625,0.425,0,0,0,4,0.708428672845
no,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.0,0,0,0,0,0,0,0.8,0,1.0,0.707106781187,1.0,0,0,0.142851448956,0.829874368626,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.746295434469,0,1.0,0,0,0,1.0,1.0,2,0.962250448649,0.844580588106,3,0.75,0.75,0,0,0,1,0.230018648682,0.216750684005,1,0.208333333333,0.208333333333,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0833333333333,0.0833333333333,0,0,0,0,0,0,0,0.5,0.506979739895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1,0.22830996357,0.212500335296,0,0,0,7,0.787320481911
no,0,1,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771008477768,0,0,0,0,1.0,0,0,0,0,1.0,1.0,0,0,0.899769688436,1.0,0,0,0,0,0.788358312096,0,0,0,0,0,0,0,0.219512195122,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,2,0.771008477768,0.788358312096,0,1.0,1.0,0,0,0,0,1.0,1.0,0,1.0,1.0,0,1.0,1.0,1,1.0,1.0,0,0,0,0,0,0,0,0,0,2,0.532109611458,0.532418090863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0.0309165421885,0.076555247324,0,0,0,0,0,0,3,0.351851851852,0.423338311574,0,0,0,0,0,0,0,0,0,0,0,0,3,0.583333333333,0.583333333333,1,0.566666666667,0.566666666667,0,0,0,1,0.811519252094
